,gene_type,gene_name,gencode_transcript,ensembl_transcript,ensembl_gene,gencode_gene,splice_type,biomark_neural_panel,confident_rbp,rbp,ribosomal,ribosomal_subunit,synapse,transcription_factor,one_ensembl_id
chr22:38482249:38482456:-@chr22:38481693:38481739:-@chr22:38480896:38481382:-,protein_coding,BAIAP2L2,"ENST00000381669.3,ENST00000428572.1","ENST00000381669,ENST00000428572",ENSG00000128298,ENSG00000128298.12,SE,False,False,False,False,False,False,False,ENSG00000128298
chr22:38597939:38598219:+@chr22:38609830:38609896:+@chr22:38610427:38612517:+,protein_coding,MAFF,"ENST00000538999.1,ENST00000338483.2,ENST00000417948.1,ENST00000407965.1,ENST00000426621.2,ENST00000441709.1,ENST00000538320.1","ENST00000441709,ENST00000538320,ENST00000407965,ENST00000338483,ENST00000426621,ENST00000417948,ENST00000538999",ENSG00000185022,ENSG00000185022.7,SE,False,False,False,False,False,False,True,ENSG00000185022
chr22:38597939:38598219|38598245:+@chr22:38609830:38609896:+,protein_coding,MAFF,"ENST00000538999.1,ENST00000338483.2,ENST00000417948.1,ENST00000407965.1,ENST00000426621.2,ENST00000538320.1","ENST00000538320,ENST00000407965,ENST00000338483,ENST00000426621,ENST00000417948,ENST00000538999",ENSG00000185022,ENSG00000185022.7,A5SS,False,False,False,False,False,False,True,ENSG00000185022
chr22:38622877:38622786|38622811:-@chr22:38621431:38621600:-,protein_coding,TMEM184B,"ENST00000474416.1,ENST00000403210.1,ENST00000361684.4,ENST00000436674.1,ENST00000488844.1,ENST00000361906.3,ENST00000464059.1","ENST00000403210,ENST00000436674,ENST00000361906,ENST00000474416,ENST00000464059,ENST00000361684,ENST00000488844",ENSG00000198792,ENSG00000198792.8,A5SS,False,False,False,False,False,False,False,ENSG00000198792
chr22:38627250:38627340:-@chr22:38626675:38626750:-@chr22:38622786:38622877:-,protein_coding,TMEM184B,"ENST00000474416.1,ENST00000361684.4,ENST00000436674.1,ENST00000403210.1,ENST00000361906.3,ENST00000464059.1","ENST00000436674,ENST00000361906,ENST00000474416,ENST00000403210,ENST00000361684,ENST00000464059",ENSG00000198792,ENSG00000198792.8,SE,False,False,False,False,False,False,False,ENSG00000198792
chr22:38641941:38642106:-@chr22:38627340|38627405:38627250:-,protein_coding,TMEM184B,"ENST00000474416.1,ENST00000457534.1,ENST00000361684.4,ENST00000436674.1,ENST00000464059.1,ENST00000361906.3,ENST00000403210.1,ENST00000411679.1","ENST00000411679,ENST00000457534,ENST00000436674,ENST00000361906,ENST00000474416,ENST00000403210,ENST00000361684,ENST00000464059",ENSG00000198792,ENSG00000198792.8,A3SS,False,False,False,False,False,False,False,ENSG00000198792
chr22:38642891:38642791|38642812:-@chr22:38641941:38642106:-,protein_coding,TMEM184B,"ENST00000457534.1,ENST00000361684.4,ENST00000466117.1,ENST00000436674.1,ENST00000403210.1,ENST00000361906.3,ENST00000411679.1","ENST00000411679,ENST00000457534,ENST00000436674,ENST00000361906,ENST00000466117,ENST00000361684,ENST00000403210",ENSG00000198792,ENSG00000198792.8,A5SS,False,False,False,False,False,False,False,ENSG00000198792
chr22:38643776:38644025:-@chr22:38641941:38642106:-@chr22:38627250:38627405:-,protein_coding,TMEM184B,"ENST00000457534.1,ENST00000361684.4,ENST00000466117.1,ENST00000436674.1,ENST00000403210.1,ENST00000361906.3,ENST00000411679.1","ENST00000411679,ENST00000457534,ENST00000436674,ENST00000361906,ENST00000466117,ENST00000361684,ENST00000403210",ENSG00000198792,ENSG00000198792.8,SE,False,False,False,False,False,False,False,ENSG00000198792
chr22:38643776:38644025:-@chr22:38642791:38642891:-@chr22:38641941:38642106:-,protein_coding,TMEM184B,"ENST00000457534.1,ENST00000361684.4,ENST00000466117.1,ENST00000436674.1,ENST00000403210.1,ENST00000361906.3,ENST00000411679.1","ENST00000411679,ENST00000457534,ENST00000436674,ENST00000361906,ENST00000466117,ENST00000361684,ENST00000403210",ENSG00000198792,ENSG00000198792.8,SE,False,False,False,False,False,False,False,ENSG00000198792
chr22:38643776:38644025:-@chr22:38642812:38642891:-@chr22:38641941:38642106:-,protein_coding,TMEM184B,"ENST00000457534.1,ENST00000361684.4,ENST00000466117.1,ENST00000436674.1,ENST00000403210.1,ENST00000361906.3,ENST00000411679.1","ENST00000411679,ENST00000457534,ENST00000436674,ENST00000361906,ENST00000466117,ENST00000361684,ENST00000403210",ENSG00000198792,ENSG00000198792.8,SE,False,False,False,False,False,False,False,ENSG00000198792
chr22:38694791:38694939:-@chr22:38691393:38691453:-@chr22:38690348:38690540:-,protein_coding,CSNK1E,"ENST00000498529.1,ENST00000359867.3,ENST00000405675.3,ENST00000431611.1,ENST00000442216.1,ENST00000494610.1,ENST00000451964.1,ENST00000403904.1,ENST00000396832.1,ENST00000431632.1,ENST00000413574.2,ENST00000400206.2","ENST00000494610,ENST00000413574,ENST00000396832,ENST00000400206,ENST00000405675,ENST00000431611,ENST00000442216,ENST00000498529,ENST00000359867,ENST00000451964,ENST00000403904,ENST00000431632",ENSG00000213923,ENSG00000213923.6,SE,False,False,False,False,False,False,False,ENSG00000213923
chr22:38697034:38697189:+@chr22:38697190:38697330:+,,,,,,,TANDEMUTR,,,,,,,,
chr22:38755515:38755778:+@chr22:38755779:38755989:+,,,,,,,TANDEMUTR,,,,,,,,
chr22:38757404:38757565:-@chr22:38743494:38743590:-@chr22:38732613:38732711:-,"pseudogene,protein_coding","RP3-449O17.1,CSNK1E","ENST00000400206.2,ENST00000457665.1,ENST00000428294.1,ENST00000381645.3,ENST00000407491.2,ENST00000443042.1","ENST00000381645,ENST00000428294,ENST00000400206,ENST00000457665,ENST00000407491,ENST00000443042","ENSG00000213923,ENSG00000244627","ENSG00000244627.1,ENSG00000213923.6",SE,,,,,,,,ENSG00000213923
chr22:38757404:38757565:-@chr22:38743494:38743590:-@chr22:38740670:38740746:-,"pseudogene,protein_coding","RP3-449O17.1,CSNK1E","ENST00000400206.2,ENST00000457665.1,ENST00000428294.1,ENST00000381645.3,ENST00000407491.2,ENST00000443042.1","ENST00000381645,ENST00000428294,ENST00000400206,ENST00000457665,ENST00000407491,ENST00000443042","ENSG00000213923,ENSG00000244627","ENSG00000244627.1,ENSG00000213923.6",SE,,,,,,,,ENSG00000213923
chr22:38765991:38766050:-@chr22:38759059:38759109:-@chr22:38757404:38757565:-,"pseudogene,protein_coding","RP3-449O17.1,CSNK1E","ENST00000455209.1,ENST00000400206.2,ENST00000457665.1,ENST00000381646.2,ENST00000428294.1,ENST00000381645.3,ENST00000407491.2,ENST00000443042.1","ENST00000381646,ENST00000381645,ENST00000428294,ENST00000455209,ENST00000400206,ENST00000457665,ENST00000407491,ENST00000443042","ENSG00000213923,ENSG00000244627","ENSG00000213923.6,ENSG00000244627.1",SE,,,,,,,,ENSG00000213923
chr22:38776375:38776428:-@chr22:38765991:38766050:-@chr22:38757404:38757565:-,"pseudogene,protein_coding","RP3-449O17.1,CSNK1E","ENST00000455209.1,ENST00000400206.2,ENST00000457665.1,ENST00000381646.2,ENST00000428294.1,ENST00000443658.1,ENST00000381645.3,ENST00000407491.2,ENST00000443042.1","ENST00000381646,ENST00000381645,ENST00000428294,ENST00000455209,ENST00000400206,ENST00000457665,ENST00000407491,ENST00000443042,ENST00000443658","ENSG00000213923,ENSG00000244627","ENSG00000244627.1,ENSG00000213923.6",SE,,,,,,,,ENSG00000213923
chr22:38884120:38883878|38883884:-@chr22:38879443:38882445:-,protein_coding,DDX17,"ENST00000216019.7,ENST00000403230.1,ENST00000396821.3,ENST00000431312.2,ENST00000444597.1,ENST00000381633.3","ENST00000444597,ENST00000431312,ENST00000381633,ENST00000216019,ENST00000396821,ENST00000403230",ENSG00000100201,ENSG00000100201.14,A5SS,False,True,True,False,False,False,False,ENSG00000100201
chr22:38982070:38982204:-@chr22:38978922|38979049:38978867:-,protein_coding,FAM227A,"ENST00000535113.1,ENST00000406767.2,ENST00000543828.1,ENST00000355830.6","ENST00000543828,ENST00000406767,ENST00000355830,ENST00000535113",ENSG00000184949,ENSG00000184949.11,A3SS,False,False,False,False,False,False,False,ENSG00000184949
chr22:38987545:38987366|38987440:-@chr22:38974125:38982204:-,protein_coding,FAM227A,"ENST00000535113.1,ENST00000540952.1,ENST00000406767.2,ENST00000355830.6","ENST00000540952,ENST00000406767,ENST00000535113,ENST00000355830",ENSG00000184949,ENSG00000184949.11,A5SS,False,False,False,False,False,False,False,ENSG00000184949
chr22:39016217:39016296:-@chr22:39014401:39014548:-@chr22:39003394:39003481:-,protein_coding,FAM227A,"ENST00000535113.1,ENST00000406767.2,ENST00000541689.2,ENST00000544346.1,ENST00000540952.1,ENST00000355830.6","ENST00000541689,ENST00000544346,ENST00000540952,ENST00000355830,ENST00000406767,ENST00000535113",ENSG00000184949,ENSG00000184949.11,SE,False,False,False,False,False,False,False,ENSG00000184949
chr22:39022185:39022308:-@chr22:39019284|39019287:39019177:-,protein_coding,FAM227A,"ENST00000535113.1,ENST00000543295.1,ENST00000406767.2,ENST00000541689.2,ENST00000544346.1,ENST00000540952.1,ENST00000355830.6","ENST00000543295,ENST00000541689,ENST00000544346,ENST00000540952,ENST00000355830,ENST00000406767,ENST00000535113",ENSG00000184949,ENSG00000184949.11,A3SS,False,False,False,False,False,False,False,ENSG00000184949
chr22:39035729:39035620|39035660:-@chr22:39034751:39034827:-,protein_coding,FAM227A,"ENST00000535113.1,ENST00000406767.2,ENST00000544346.1,ENST00000540952.1,ENST00000608409.1,ENST00000424706.1,ENST00000484582.1,ENST00000355830.6","ENST00000544346,ENST00000540952,ENST00000484582,ENST00000608409,ENST00000355830,ENST00000424706,ENST00000406767,ENST00000535113",ENSG00000184949,ENSG00000184949.11,A5SS,False,False,False,False,False,False,False,ENSG00000184949
chr22:39041568:39041650:-@chr22:39035620:39035729:-@chr22:39034751:39034827:-,protein_coding,FAM227A,"ENST00000535113.1,ENST00000406767.2,ENST00000544346.1,ENST00000540952.1,ENST00000608409.1,ENST00000424706.1,ENST00000484582.1,ENST00000355830.6","ENST00000544346,ENST00000540952,ENST00000484582,ENST00000608409,ENST00000355830,ENST00000424706,ENST00000406767,ENST00000535113",ENSG00000184949,ENSG00000184949.11,SE,False,False,False,False,False,False,False,ENSG00000184949
chr22:39041568:39041650:-@chr22:39035660:39035729:-@chr22:39034751:39034827:-,protein_coding,FAM227A,"ENST00000535113.1,ENST00000406767.2,ENST00000544346.1,ENST00000540952.1,ENST00000608409.1,ENST00000424706.1,ENST00000484582.1,ENST00000355830.6","ENST00000544346,ENST00000540952,ENST00000484582,ENST00000608409,ENST00000355830,ENST00000424706,ENST00000406767,ENST00000535113",ENSG00000184949,ENSG00000184949.11,SE,False,False,False,False,False,False,False,ENSG00000184949
chr22:39049191:39049533:+@chr22:39049534:39061758:+,protein_coding,CBY1,"ENST00000489847.1,ENST00000485501.1,ENST00000475924.1,ENST00000492576.1,ENST00000416285.1,ENST00000216029.3,ENST00000396811.2,ENST00000492537.1,ENST00000411557.1","ENST00000475924,ENST00000492537,ENST00000489847,ENST00000485501,ENST00000416285,ENST00000396811,ENST00000216029,ENST00000411557,ENST00000492576",ENSG00000100211,ENSG00000100211.6,TANDEMUTR,False,False,False,False,False,False,False,ENSG00000100211
chr22:39052658:39052755:+@chr22:39052961:39053148:+@chr22:39061551:39061690:+,protein_coding,CBY1,"ENST00000489847.1,ENST00000485501.1,ENST00000475924.1,ENST00000492576.1,ENST00000416285.1,ENST00000216029.3,ENST00000396811.2,ENST00000492537.1,ENST00000411557.1","ENST00000475924,ENST00000492537,ENST00000489847,ENST00000485501,ENST00000416285,ENST00000396811,ENST00000216029,ENST00000411557,ENST00000492576",ENSG00000100211,ENSG00000100211.6,SE,False,False,False,False,False,False,False,ENSG00000100211
chr22:39052658:39052755:+@chr22:39061551:39061690:+@chr22:39064022:39064137:+,protein_coding,CBY1,"ENST00000489847.1,ENST00000485501.1,ENST00000475924.1,ENST00000492576.1,ENST00000416285.1,ENST00000216029.3,ENST00000396811.2,ENST00000492537.1,ENST00000411557.1","ENST00000475924,ENST00000492537,ENST00000489847,ENST00000485501,ENST00000416285,ENST00000396811,ENST00000216029,ENST00000411557,ENST00000492576",ENSG00000100211,ENSG00000100211.6,SE,False,False,False,False,False,False,False,ENSG00000100211
chr22:39052961:39053148:+@chr22:39061551:39061690:+@chr22:39063574:39063667:+@chr22:39064022:39064137:+,protein_coding,CBY1,"ENST00000489847.1,ENST00000485501.1,ENST00000396811.2,ENST00000416285.1,ENST00000216029.3,ENST00000492576.1,ENST00000492537.1,ENST00000411557.1","ENST00000492537,ENST00000216029,ENST00000489847,ENST00000411557,ENST00000396811,ENST00000416285,ENST00000485501,ENST00000492576",ENSG00000100211,ENSG00000100211.6,MXE,False,False,False,False,False,False,False,ENSG00000100211
chr22:39064022:39064137:+@chr22:39066772|39066889:39066994:+,protein_coding,CBY1,"ENST00000489847.1,ENST00000485501.1,ENST00000396811.2,ENST00000416285.1,ENST00000216029.3,ENST00000492576.1,ENST00000492537.1,ENST00000411557.1","ENST00000492537,ENST00000489847,ENST00000216029,ENST00000396811,ENST00000416285,ENST00000485501,ENST00000411557,ENST00000492576",ENSG00000100211,ENSG00000100211.6,A3SS,False,False,False,False,False,False,False,ENSG00000100211
chr22:39095808:39096459:-@chr22:39085301:39085429:-@chr22:39084940:39085134:-,protein_coding,JOSD1,"ENST00000427389.1,ENST00000545590.1,ENST00000216039.5,ENST00000462610.1,ENST00000417712.1,ENST00000412832.1,ENST00000493939.1,ENST00000490169.1,ENST00000456626.1","ENST00000493939,ENST00000456626,ENST00000216039,ENST00000427389,ENST00000417712,ENST00000490169,ENST00000462610,ENST00000412832,ENST00000545590",ENSG00000100221,ENSG00000100221.6,SE,False,False,False,False,False,False,False,ENSG00000100221
chr22:39096971:39097037:-@chr22:39096128|39096623:39095808:-,protein_coding,JOSD1,"ENST00000216039.5,ENST00000417712.1,ENST00000427389.1,ENST00000462610.1,ENST00000412832.1,ENST00000456626.1","ENST00000456626,ENST00000216039,ENST00000427389,ENST00000462610,ENST00000412832,ENST00000417712",ENSG00000100221,ENSG00000100221.6,A3SS,False,False,False,False,False,False,False,ENSG00000100221
chr22:39097262:39097561:-@chr22:39096128|39096623:39095808:-,protein_coding,JOSD1,"ENST00000417712.1,ENST00000427389.1,ENST00000456626.1,ENST00000412832.1,ENST00000216039.5","ENST00000216039,ENST00000412832,ENST00000417712,ENST00000427389,ENST00000456626",ENSG00000100221,ENSG00000100221.6,A3SS,False,False,False,False,False,False,False,ENSG00000100221
chr22:39101807:39102152:+@chr22:39104850:39104961:+@chr22:39111912:39112092:+,protein_coding,GTPBP1,"ENST00000470836.1,ENST00000484657.1,ENST00000418601.1,ENST00000461428.1,ENST00000488787.1,ENST00000216044.5","ENST00000484657,ENST00000216044,ENST00000418601,ENST00000461428,ENST00000470836,ENST00000488787",ENSG00000100226,ENSG00000100226.11,SE,False,False,False,False,False,False,False,ENSG00000100226
chr22:39130329:39130402:+@chr22:39131179:39131315:+@chr22:39132034:39132261:+,protein_coding,GTPBP1,"ENST00000487538.1,ENST00000458073.1,ENST00000484971.1","ENST00000458073,ENST00000487538,ENST00000484971",ENSG00000100226,ENSG00000100226.11,SE,False,False,False,False,False,False,False,ENSG00000100226
chr22:39130329:39130402:+@chr22:39132034:39132261:+@chr22:39133956:39134304:+,protein_coding,GTPBP1,"ENST00000487538.1,ENST00000458073.1,ENST00000484971.1","ENST00000458073,ENST00000487538,ENST00000484971",ENSG00000100226,ENSG00000100226.11,SE,False,False,False,False,False,False,False,ENSG00000100226
chr22:39135709:39136054:+@chr22:39136055:39136235:+,antisense,RP3-508I15.14,ENST00000416406.1,ENST00000416406,ENSG00000225450,ENSG00000225450.1,TANDEMUTR,False,False,False,False,False,False,False,ENSG00000225450
chr22:39382303:39382417:+@chr22:39385462:39385615:+@chr22:39387337:39387631:+,protein_coding,APOBEC3B,"ENST00000402182.3,ENST00000407298.3,ENST00000333467.3,ENST00000335760.5","ENST00000333467,ENST00000402182,ENST00000407298,ENST00000335760",ENSG00000179750,ENSG00000179750.11,SE,False,True,True,False,False,False,False,ENSG00000179750
chr22:39385462:39385615:+@chr22:39387337|39387412:39387631:+,protein_coding,APOBEC3B,"ENST00000402182.3,ENST00000407298.3,ENST00000335760.5,ENST00000333467.3","ENST00000333467,ENST00000402182,ENST00000407298,ENST00000335760",ENSG00000179750,ENSG00000179750.11,A3SS,False,True,True,False,False,False,False,ENSG00000179750
chr22:39410265:39410384:+@chr22:39411600:39411756:+@chr22:39413771:39414050:+,protein_coding,"APOBEC3D,APOBEC3C","ENST00000428892.1,ENST00000361441.4,ENST00000381568.4","ENST00000428892,ENST00000381568,ENST00000361441","ENSG00000244509,ENSG00000243811","ENSG00000243811.3,ENSG00000244509.3",SE,,,,,,,,ENSG00000244509
chr22:39418827:39419019:+@chr22:39421075:39421676:+@chr22:39425368:39425524:+,protein_coding,APOBEC3D,"ENST00000427494.2,ENST00000381568.4,ENST00000216099.8","ENST00000216099,ENST00000381568,ENST00000427494",ENSG00000243811,ENSG00000243811.3,SE,False,True,True,False,False,False,False,ENSG00000243811
chr22:39418827:39419019:+@chr22:39425368:39425524:+@chr22:39427699:39427978:+,protein_coding,APOBEC3D,"ENST00000427494.2,ENST00000381568.4,ENST00000216099.8","ENST00000216099,ENST00000381568,ENST00000427494",ENSG00000243811,ENSG00000243811.3,SE,False,True,True,False,False,False,False,ENSG00000243811
chr22:39713466:39713634:-@chr22:39712846|39713026:39712711:-,protein_coding,RPL3,"ENST00000402527.1,ENST00000420536.1,ENST00000427905.1,ENST00000465618.1,ENST00000216146.4,ENST00000484358.1,ENST00000401609.1,ENST00000453303.1","ENST00000427905,ENST00000453303,ENST00000216146,ENST00000420536,ENST00000465618,ENST00000484358,ENST00000402527,ENST00000401609",ENSG00000100316,ENSG00000100316.11,A3SS,False,False,False,True,True,False,False,ENSG00000100316
chr22:39715628:39715395|39715600:-@chr22:39714405:39714597:-,protein_coding,RPL3,"ENST00000402527.1,ENST00000420536.1,ENST00000427905.1,ENST00000465618.1,ENST00000460589.1,ENST00000216146.4,ENST00000459859.1,ENST00000461967.1,ENST00000484615.1,ENST00000453303.1","ENST00000427905,ENST00000453303,ENST00000460589,ENST00000216146,ENST00000420536,ENST00000465618,ENST00000459859,ENST00000402527,ENST00000461967,ENST00000484615",ENSG00000100316,ENSG00000100316.11,A5SS,False,False,False,True,True,False,False,ENSG00000100316
chr22:39770321:39770558|39770665:+@chr22:39772057:39772202:+,protein_coding,SYNGR1,"ENST00000381535.4,ENST00000328933.5,ENST00000318801.4,ENST00000406293.3,ENST00000216155.7,ENST00000415332.1","ENST00000328933,ENST00000216155,ENST00000318801,ENST00000415332,ENST00000406293,ENST00000381535",ENSG00000100321,ENSG00000100321.10,A5SS,False,False,False,False,False,False,False,ENSG00000100321
chr22:39795759:39795840:+@chr22:39810885|39811011:39811147:+,protein_coding,TAB1,"ENST00000331454.3,ENST00000216160.6,ENST00000473613.1","ENST00000216160,ENST00000473613,ENST00000331454",ENSG00000100324,ENSG00000100324.9,A3SS,False,False,False,False,False,False,False,ENSG00000100324
chr22:39898284:39898442:+@chr22:39899047:39899242:+@chr22:39899701:39899882:+,protein_coding,MIEF1,"ENST00000478342.1,ENST00000402881.1,ENST00000494219.1,ENST00000481746.1,ENST00000464629.1,ENST00000404569.1,ENST00000434364.1,ENST00000325301.2,ENST00000465564.1,ENST00000433117.2,ENST00000428069.1,ENST00000479514.1,ENST00000467866.1,ENST00000489792.1","ENST00000404569,ENST00000489792,ENST00000325301,ENST00000465564,ENST00000433117,ENST00000494219,ENST00000479514,ENST00000467866,ENST00000478342,ENST00000402881,ENST00000481746,ENST00000464629,ENST00000428069,ENST00000434364",ENSG00000100335,ENSG00000100335.8,SE,False,False,False,False,False,False,False,ENSG00000100335
chr22:39898284:39898442:+@chr22:39899701:39899882:+@chr22:39900208:39900539:+,protein_coding,MIEF1,"ENST00000478342.1,ENST00000402881.1,ENST00000494219.1,ENST00000481746.1,ENST00000464629.1,ENST00000404569.1,ENST00000434364.1,ENST00000325301.2,ENST00000465564.1,ENST00000433117.2,ENST00000428069.1,ENST00000479514.1,ENST00000467866.1,ENST00000489792.1","ENST00000404569,ENST00000489792,ENST00000325301,ENST00000465564,ENST00000433117,ENST00000494219,ENST00000479514,ENST00000467866,ENST00000478342,ENST00000402881,ENST00000481746,ENST00000464629,ENST00000428069,ENST00000434364",ENSG00000100335,ENSG00000100335.8,SE,False,False,False,False,False,False,False,ENSG00000100335
chr22:39900208:39900539:+@chr22:39905343:39905576:+@chr22:39907293:39907443:+,protein_coding,MIEF1,"ENST00000478342.1,ENST00000402881.1,ENST00000404569.1,ENST00000434364.1,ENST00000325301.2,ENST00000433117.2,ENST00000428069.1","ENST00000404569,ENST00000325301,ENST00000433117,ENST00000478342,ENST00000402881,ENST00000428069,ENST00000434364",ENSG00000100335,ENSG00000100335.8,SE,False,False,False,False,False,False,False,ENSG00000100335
chr22:39900208:39900539:+@chr22:39905343|39905427:39905576:+,protein_coding,MIEF1,"ENST00000478342.1,ENST00000402881.1,ENST00000404569.1,ENST00000434364.1,ENST00000325301.2,ENST00000433117.2,ENST00000428069.1","ENST00000404569,ENST00000325301,ENST00000433117,ENST00000478342,ENST00000402881,ENST00000428069,ENST00000434364",ENSG00000100335,ENSG00000100335.8,A3SS,False,False,False,False,False,False,False,ENSG00000100335
chr22:39900208:39900539:+@chr22:39905427:39905576:+@chr22:39907293:39907443:+,protein_coding,MIEF1,"ENST00000478342.1,ENST00000402881.1,ENST00000404569.1,ENST00000434364.1,ENST00000325301.2,ENST00000433117.2,ENST00000428069.1","ENST00000404569,ENST00000325301,ENST00000433117,ENST00000478342,ENST00000402881,ENST00000428069,ENST00000434364",ENSG00000100335,ENSG00000100335.8,SE,False,False,False,False,False,False,False,ENSG00000100335
chr22:39904906:39905682:+@chr22:39905683:39906027:+,protein_coding,MIEF1,"ENST00000402881.1,ENST00000404569.1,ENST00000434364.1,ENST00000325301.2,ENST00000433117.2,ENST00000428069.1","ENST00000404569,ENST00000325301,ENST00000433117,ENST00000402881,ENST00000428069,ENST00000434364",ENSG00000100335,ENSG00000100335.8,TANDEMUTR,False,False,False,False,False,False,False,ENSG00000100335
chr22:39907854:39908031:+@chr22:39908237|39908323:39908499:+,protein_coding,MIEF1,"ENST00000402881.1,ENST00000325301.2,ENST00000404569.1,ENST00000433117.2,ENST00000428069.1","ENST00000402881,ENST00000404569,ENST00000433117,ENST00000325301,ENST00000428069",ENSG00000100335,ENSG00000100335.8,A3SS,False,False,False,False,False,False,False,ENSG00000100335
chr22:39928400:39928528:-@chr22:39926469:39926559:-@chr22:39925825:39925922:-,protein_coding,RPS19BP1,"ENST00000420879.1,ENST00000491966.1,ENST00000334678.3,ENST00000459956.1","ENST00000491966,ENST00000420879,ENST00000334678,ENST00000459956",ENSG00000187051,ENSG00000187051.4,SE,False,False,False,False,False,False,False,ENSG00000187051
chr22:39972245:39972551:-@chr22:39971559:39972244:-,,,,,,,TANDEMUTR,,,,,,,,
chr22:40083379:40085274:+@chr22:40085275:40086061:+,protein_coding,CACNA1I,"ENST00000404898.1,ENST00000336649.4,ENST00000402142.3,ENST00000400164.3","ENST00000404898,ENST00000336649,ENST00000400164,ENST00000402142",ENSG00000100346,ENSG00000100346.13,TANDEMUTR,False,False,False,False,False,False,False,ENSG00000100346
chr22:40400757:40400881:-@chr22:40399881:40400756:-,,,,,,,TANDEMUTR,,,,,,,,
chr22:40631610:40632321:+@chr22:40632322:40633256:+,protein_coding,TNRC6B,"ENST00000301923.9,ENST00000402203.1,ENST00000454349.2,ENST00000489500.1,ENST00000335727.9","ENST00000402203,ENST00000489500,ENST00000454349,ENST00000335727,ENST00000301923",ENSG00000100354,ENSG00000100354.16,TANDEMUTR,False,False,False,False,False,False,False,ENSG00000100354
chr22:40657836:40658177:+@chr22:40660692:40663040:+@chr22:40666126:40666284:+,protein_coding,TNRC6B,"ENST00000301923.9,ENST00000402203.1,ENST00000454349.2,ENST00000446273.1,ENST00000335727.9","ENST00000402203,ENST00000454349,ENST00000335727,ENST00000301923,ENST00000446273",ENSG00000100354,ENSG00000100354.16,SE,False,False,False,False,False,False,False,ENSG00000100354
chr22:40657836:40658177:+@chr22:40660692:40663040:+@chr22:40666126:40666284:+@chr22:40669429:40669604:+,protein_coding,TNRC6B,"ENST00000301923.9,ENST00000402203.1,ENST00000454349.2,ENST00000446273.1,ENST00000335727.9","ENST00000402203,ENST00000454349,ENST00000335727,ENST00000301923,ENST00000446273",ENSG00000100354,ENSG00000100354.16,MXE,False,False,False,False,False,False,False,ENSG00000100354
chr22:40660692:40663040:+@chr22:40666126:40666284:+@chr22:40669429:40669604:+,protein_coding,TNRC6B,"ENST00000446273.1,ENST00000301923.9,ENST00000454349.2,ENST00000335727.9,ENST00000402203.1","ENST00000454349,ENST00000402203,ENST00000335727,ENST00000446273,ENST00000301923",ENSG00000100354,ENSG00000100354.16,SE,False,False,False,False,False,False,False,ENSG00000100354
chr22:40675999:40676147:+@chr22:40677123:40677293:+@chr22:40681649:40681774:+,protein_coding,TNRC6B,"ENST00000402203.1,ENST00000335727.9,ENST00000301923.9,ENST00000454349.2,ENST00000446273.1,ENST00000497559.1","ENST00000335727,ENST00000446273,ENST00000301923,ENST00000454349,ENST00000497559,ENST00000402203",ENSG00000100354,ENSG00000100354.16,SE,False,False,False,False,False,False,False,ENSG00000100354
chr22:40745836:40746039:+@chr22:40749077:40749121:+@chr22:40749337:40749423:+@chr22:40750252:40750331:+,protein_coding,ADSL,"ENST00000342312.6,ENST00000216194.7,ENST00000454266.2","ENST00000454266,ENST00000216194,ENST00000342312",ENSG00000239900,ENSG00000239900.7,MXE,False,False,False,False,False,False,False,ENSG00000239900
chr22:40756406:40756496:+@chr22:40757092|40757277:40757346:+,protein_coding,ADSL,"ENST00000342312.6,ENST00000216194.7,ENST00000480775.1,ENST00000454266.2","ENST00000480775,ENST00000454266,ENST00000216194,ENST00000342312",ENSG00000239900,ENSG00000239900.7,A3SS,False,False,False,False,False,False,False,ENSG00000239900
chr22:40757492:40757639|40757670:+@chr22:40758985:40759075:+,protein_coding,ADSL,"ENST00000342312.6,ENST00000216194.7,ENST00000454266.2","ENST00000454266,ENST00000216194,ENST00000342312",ENSG00000239900,ENSG00000239900.7,A5SS,False,False,False,False,False,False,False,ENSG00000239900
chr22:40760280:40760369:+@chr22:40760884:40761060:+@chr22:40762440:40762575:+,protein_coding,ADSL,"ENST00000342312.6,ENST00000498234.1,ENST00000216194.7,ENST00000423176.3,ENST00000454266.2","ENST00000454266,ENST00000423176,ENST00000216194,ENST00000498234,ENST00000342312",ENSG00000239900,ENSG00000239900.7,SE,False,False,False,False,False,False,False,ENSG00000239900
chr22:40785712:40786227:-@chr22:40784324:40785711:-,,,,,,,TANDEMUTR,,,,,,,,
chr22:40796700:40796817:+@chr22:40797597:40797679:+@chr22:40798143:40798209:+,protein_coding,SGSM3,"ENST00000485962.1,ENST00000457767.1,ENST00000454798.2,ENST00000248929.9","ENST00000457767,ENST00000248929,ENST00000454798,ENST00000485962",ENSG00000100359,ENSG00000100359.16,SE,False,False,False,False,False,False,False,ENSG00000100359
chr22:40798143:40798209:+@chr22:40800251|40800313:40800459:+,protein_coding,SGSM3,"ENST00000485962.1,ENST00000457767.1,ENST00000454798.2,ENST00000248929.9","ENST00000457767,ENST00000248929,ENST00000454798,ENST00000485962",ENSG00000100359,ENSG00000100359.16,A3SS,False,False,False,False,False,False,False,ENSG00000100359
