,biomark_neural_panel,confident_rbp,gencode_id,gene_name,gene_status,gene_type,havana_gene,level,rbp,ribosomal,ribosomal_subunit,synapse,tag,transcript_id,transcript_name,transcript_status,transcript_type,transcription_factor
ENSG00000200683,False,False,ENSG00000200683.1,RNU6-379P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000200683.1,RNU6-379P,KNOWN,snRNA,False
ENSG00000100387,False,False,ENSG00000100387.8,RBX1,KNOWN,protein_coding,OTTHUMG00000151298.3,2,False,False,False,False,,ENSG00000100387.8,RBX1,KNOWN,protein_coding,False
ENSG00000222698,False,False,ENSG00000222698.1,Y_RNA,NOVEL,misc_RNA,,3,False,False,False,False,,ENSG00000222698.1,Y_RNA,NOVEL,misc_RNA,False
ENSG00000266175,False,False,ENSG00000266175.1,AL080243.1,NOVEL,miRNA,,3,False,False,False,False,,ENSG00000266175.1,AL080243.1,NOVEL,miRNA,False
ENSG00000237214,False,False,ENSG00000237214.2,RP11-12M9.3,KNOWN,pseudogene,OTTHUMG00000150944.1,2,False,False,False,False,,ENSG00000237214.2,RP11-12M9.3,KNOWN,pseudogene,False
ENSG00000199515,False,False,ENSG00000199515.1,Y_RNA,NOVEL,misc_RNA,,3,False,False,False,False,,ENSG00000199515.1,Y_RNA,NOVEL,misc_RNA,False
ENSG00000213857,False,False,ENSG00000213857.3,RP11-12M9.4,KNOWN,pseudogene,OTTHUMG00000150938.1,1,False,False,False,False,pseudo_consens,ENSG00000213857.3,RP11-12M9.4,KNOWN,pseudogene,False
ENSG00000100393,False,False,ENSG00000100393.9,EP300,KNOWN,protein_coding,OTTHUMG00000150937.1,2,False,False,False,False,ncRNA_host,ENSG00000100393.9,EP300,KNOWN,protein_coding,False
ENSG00000221160,False,False,ENSG00000221160.1,MIR1281,KNOWN,miRNA,,3,False,False,False,False,,ENSG00000221160.1,MIR1281,KNOWN,miRNA,False
ENSG00000252859,False,False,ENSG00000252859.1,RNU6-375P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000252859.1,RNU6-375P,KNOWN,snRNA,False
ENSG00000232754,False,False,ENSG00000232754.1,RP1-85F18.6,NOVEL,antisense,OTTHUMG00000150939.1,2,False,False,False,False,,ENSG00000232754.1,RP1-85F18.6,NOVEL,antisense,False
ENSG00000231993,False,False,ENSG00000231993.1,RP1-85F18.5,NOVEL,antisense,OTTHUMG00000150941.1,2,False,False,False,False,,ENSG00000231993.1,RP1-85F18.5,NOVEL,antisense,False
ENSG00000215771,False,False,ENSG00000215771.2,LRRC37A14P,KNOWN,pseudogene,OTTHUMG00000150935.2,2,False,False,False,False,,ENSG00000215771.2,LRRC37A14P,KNOWN,pseudogene,False
ENSG00000100395,False,False,ENSG00000100395.10,L3MBTL2,KNOWN,protein_coding,OTTHUMG00000150942.1,2,False,False,False,False,,ENSG00000100395.10,L3MBTL2,KNOWN,protein_coding,False
ENSG00000235513,False,False,ENSG00000235513.1,RP4-756G23.5,NOVEL,antisense,OTTHUMG00000150943.1,1,False,False,False,False,,ENSG00000235513.1,RP4-756G23.5,NOVEL,antisense,False
ENSG00000100399,False,False,ENSG00000100399.11,CHADL,KNOWN,protein_coding,OTTHUMG00000150936.1,2,False,False,False,False,,ENSG00000100399.11,CHADL,KNOWN,protein_coding,False
ENSG00000100401,False,False,ENSG00000100401.15,RANGAP1,KNOWN,protein_coding,OTTHUMG00000150940.11,2,False,False,False,False,,ENSG00000100401.15,RANGAP1,KNOWN,protein_coding,False
ENSG00000269104,False,False,ENSG00000269104.1,AL035681.1,NOVEL,protein_coding,,3,False,False,False,False,,ENSG00000269104.1,AL035681.1,NOVEL,protein_coding,False
ENSG00000100403,False,False,ENSG00000100403.10,ZC3H7B,KNOWN,protein_coding,OTTHUMG00000150969.2,2,False,False,False,False,,ENSG00000100403.10,ZC3H7B,KNOWN,protein_coding,False
ENSG00000167074,False,False,ENSG00000167074.10,TEF,KNOWN,protein_coding,OTTHUMG00000150968.1,2,False,False,False,False,,ENSG00000167074.10,TEF,KNOWN,protein_coding,True
ENSG00000199865,False,False,ENSG00000199865.1,RNU6-495P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000199865.1,RNU6-495P,KNOWN,snRNA,False
ENSG00000273424,False,False,ENSG00000273424.1,CTA-223H9.9,NOVEL,lincRNA,OTTHUMG00000186116.1,2,False,False,False,False,,ENSG00000273424.1,CTA-223H9.9,NOVEL,lincRNA,False
ENSG00000183864,False,False,ENSG00000183864.4,TOB2,KNOWN,protein_coding,OTTHUMG00000150970.1,2,False,False,False,False,,ENSG00000183864.4,TOB2,KNOWN,protein_coding,False
ENSG00000100410,False,False,ENSG00000100410.3,PHF5A,KNOWN,protein_coding,OTTHUMG00000150966.1,2,False,False,False,False,,ENSG00000100410.3,PHF5A,KNOWN,protein_coding,False
ENSG00000100412,False,False,ENSG00000100412.11,ACO2,KNOWN,protein_coding,OTTHUMG00000030544.3,1,False,False,False,False,,ENSG00000100412.11,ACO2,KNOWN,protein_coding,False
ENSG00000100413,False,False,ENSG00000100413.12,POLR3H,KNOWN,protein_coding,OTTHUMG00000150971.1,2,False,False,False,False,,ENSG00000100413.12,POLR3H,KNOWN,protein_coding,False
ENSG00000172346,False,False,ENSG00000172346.10,CSDC2,KNOWN,protein_coding,OTTHUMG00000150967.4,1,False,False,False,False,,ENSG00000172346.10,CSDC2,KNOWN,protein_coding,True
ENSG00000100417,False,False,ENSG00000100417.7,PMM1,KNOWN,protein_coding,OTTHUMG00000150972.3,2,False,False,False,False,,ENSG00000100417.7,PMM1,KNOWN,protein_coding,False
ENSG00000100418,False,False,ENSG00000100418.7,DESI1,KNOWN,protein_coding,OTTHUMG00000044632.4,1,False,False,False,False,,ENSG00000100418.7,DESI1,KNOWN,protein_coding,False
ENSG00000196419,False,False,ENSG00000196419.8,XRCC6,KNOWN,protein_coding,OTTHUMG00000151190.2,2,False,False,False,False,,ENSG00000196419.8,XRCC6,KNOWN,protein_coding,False
ENSG00000200332,False,False,ENSG00000200332.1,Y_RNA,NOVEL,misc_RNA,,3,False,False,False,False,,ENSG00000200332.1,Y_RNA,NOVEL,misc_RNA,False
ENSG00000100138,False,False,ENSG00000100138.9,NHP2L1,KNOWN,protein_coding,OTTHUMG00000151189.2,2,False,True,False,False,,ENSG00000100138.9,NHP2L1,KNOWN,protein_coding,False
ENSG00000207457,False,False,ENSG00000207457.1,RNU6-476P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000207457.1,RNU6-476P,KNOWN,snRNA,False
ENSG00000184208,False,False,ENSG00000184208.10,C22orf46,KNOWN,protein_coding,OTTHUMG00000151188.4,1,False,False,False,False,,ENSG00000184208.10,C22orf46,KNOWN,protein_coding,False
ENSG00000255782,False,False,ENSG00000255782.1,Z83840.1,NOVEL,pseudogene,,3,False,False,False,False,,ENSG00000255782.1,Z83840.1,NOVEL,pseudogene,False
ENSG00000167077,False,False,ENSG00000167077.8,MEI1,KNOWN,protein_coding,OTTHUMG00000030083.4,1,False,False,False,False,ncRNA_host,ENSG00000167077.8,MEI1,KNOWN,protein_coding,False
ENSG00000231261,False,False,ENSG00000231261.1,HMGN2P10,KNOWN,pseudogene,OTTHUMG00000151187.1,2,False,False,False,False,,ENSG00000231261.1,HMGN2P10,KNOWN,pseudogene,False
ENSG00000252603,False,False,ENSG00000252603.1,RNU6ATAC22P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000252603.1,RNU6ATAC22P,KNOWN,snRNA,False
ENSG00000206813,False,False,ENSG00000206813.1,Y_RNA,NOVEL,misc_RNA,,3,False,False,False,False,,ENSG00000206813.1,Y_RNA,NOVEL,misc_RNA,False
ENSG00000100147,False,False,ENSG00000100147.9,CCDC134,KNOWN,protein_coding,OTTHUMG00000151262.1,1,False,False,False,False,,ENSG00000100147.9,CCDC134,KNOWN,protein_coding,False
ENSG00000184068,False,False,ENSG00000184068.2,RP5-821D11.7,NOVEL,antisense,OTTHUMG00000151272.1,1,False,False,False,False,,ENSG00000184068.2,RP5-821D11.7,NOVEL,antisense,False
ENSG00000198911,False,False,ENSG00000198911.7,SREBF2,KNOWN,protein_coding,OTTHUMG00000151261.1,1,False,False,False,False,ncRNA_host,ENSG00000198911.7,SREBF2,KNOWN,protein_coding,True
ENSG00000207932,False,False,ENSG00000207932.1,MIR33A,KNOWN,miRNA,,3,False,False,False,False,,ENSG00000207932.1,MIR33A,KNOWN,miRNA,False
ENSG00000234965,False,False,ENSG00000234965.1,SHISA8,KNOWN,protein_coding,OTTHUMG00000151273.4,2,False,False,False,False,,ENSG00000234965.1,SHISA8,KNOWN,protein_coding,False
ENSG00000260655,False,False,ENSG00000260655.1,CTA-250D10.23,NOVEL,lincRNA,OTTHUMG00000172730.1,2,False,False,False,False,,ENSG00000260655.1,CTA-250D10.23,NOVEL,lincRNA,False
ENSG00000263463,False,False,ENSG00000263463.1,MIR378I,KNOWN,miRNA,,3,False,False,False,False,,ENSG00000263463.1,MIR378I,KNOWN,miRNA,False
ENSG00000159958,False,False,ENSG00000159958.3,TNFRSF13C,KNOWN,protein_coding,OTTHUMG00000151271.1,2,False,False,False,False,,ENSG00000159958.3,TNFRSF13C,KNOWN,protein_coding,False
ENSG00000100162,False,False,ENSG00000100162.10,CENPM,KNOWN,protein_coding,OTTHUMG00000151277.2,1,False,False,False,False,,ENSG00000100162.10,CENPM,KNOWN,protein_coding,False
ENSG00000205704,False,False,ENSG00000205704.5,LINC00634,KNOWN,pseudogene,OTTHUMG00000151274.2,1,False,False,False,False,,ENSG00000205704.5,LINC00634,KNOWN,pseudogene,False
ENSG00000100167,False,False,ENSG00000100167.15,SEPT3,KNOWN,protein_coding,OTTHUMG00000030494.3,1,False,False,False,True,,ENSG00000100167.15,SEPT3,KNOWN,protein_coding,False
ENSG00000224883,False,False,ENSG00000224883.1,CTA-250D10.19,NOVEL,antisense,OTTHUMG00000151275.1,2,False,False,False,False,,ENSG00000224883.1,CTA-250D10.19,NOVEL,antisense,False
ENSG00000183066,False,False,ENSG00000183066.10,WBP2NL,KNOWN,protein_coding,OTTHUMG00000151270.1,2,False,False,False,False,,ENSG00000183066.10,WBP2NL,KNOWN,protein_coding,False
ENSG00000215347,False,False,ENSG00000215347.3,SLC25A5P1,KNOWN,pseudogene,OTTHUMG00000151288.1,1,False,False,False,False,pseudo_consens,ENSG00000215347.3,SLC25A5P1,KNOWN,pseudogene,False
ENSG00000198951,False,False,ENSG00000198951.7,NAGA,KNOWN,protein_coding,OTTHUMG00000151276.2,2,False,False,False,False,,ENSG00000198951.7,NAGA,KNOWN,protein_coding,False
ENSG00000177096,False,False,ENSG00000177096.4,FAM109B,KNOWN,protein_coding,OTTHUMG00000151285.1,2,False,False,False,False,,ENSG00000177096.4,FAM109B,KNOWN,protein_coding,False
ENSG00000238498,False,False,ENSG00000238498.1,snoU13,NOVEL,snoRNA,,3,False,False,False,False,,ENSG00000238498.1,snoU13,NOVEL,snoRNA,False
ENSG00000183172,False,False,ENSG00000183172.8,SMDT1,KNOWN,protein_coding,OTTHUMG00000151286.2,2,False,False,False,False,,ENSG00000183172.8,SMDT1,KNOWN,protein_coding,False
ENSG00000184983,False,False,ENSG00000184983.5,NDUFA6,KNOWN,protein_coding,OTTHUMG00000151287.4,2,False,False,False,False,,ENSG00000184983.5,NDUFA6,KNOWN,protein_coding,False
ENSG00000270083,False,False,ENSG00000270083.1,RP1-257I20.14,KNOWN,sense_intronic,OTTHUMG00000184054.1,2,False,False,False,False,,ENSG00000270083.1,RP1-257I20.14,KNOWN,sense_intronic,False
ENSG00000237037,False,False,ENSG00000237037.5,NDUFA6-AS1,NOVEL,processed_transcript,OTTHUMG00000150917.6,1,False,False,False,False,,ENSG00000237037.5,NDUFA6-AS1,NOVEL,processed_transcript,False
ENSG00000213790,False,False,ENSG00000213790.2,OLA1P1,KNOWN,pseudogene,OTTHUMG00000151284.1,1,False,False,False,False,pseudo_consens,ENSG00000213790.2,OLA1P1,KNOWN,pseudogene,False
ENSG00000100197,False,False,ENSG00000100197.16,CYP2D6,KNOWN,protein_coding,OTTHUMG00000150918.2,2,False,False,False,False,,ENSG00000100197.16,CYP2D6,KNOWN,protein_coding,False
ENSG00000227370,False,False,ENSG00000227370.1,RP4-669P10.19,KNOWN,pseudogene,OTTHUMG00000155612.1,1,False,False,False,False,pseudo_consens,ENSG00000227370.1,RP4-669P10.19,KNOWN,pseudogene,False
ENSG00000232710,False,False,ENSG00000232710.1,RP4-669P10.16,KNOWN,sense_intronic,OTTHUMG00000150921.1,1,False,False,False,False,,ENSG00000232710.1,RP4-669P10.16,KNOWN,sense_intronic,False
ENSG00000205702,False,False,ENSG00000205702.6,CYP2D7P1,KNOWN,polymorphic_pseudogene,OTTHUMG00000030222.5,2,False,False,False,False,,ENSG00000205702.6,CYP2D7P1,KNOWN,polymorphic_pseudogene,False
ENSG00000226450,False,False,ENSG00000226450.2,CYP2D8P1,KNOWN,pseudogene,OTTHUMG00000150922.2,2,False,False,False,False,,ENSG00000226450.2,CYP2D8P1,KNOWN,pseudogene,False
ENSG00000100207,False,False,ENSG00000100207.14,TCF20,KNOWN,protein_coding,OTTHUMG00000150920.2,2,False,False,False,False,,ENSG00000100207.14,TCF20,KNOWN,protein_coding,False
ENSG00000182057,False,False,ENSG00000182057.4,Z83851.3,NOVEL,lincRNA,OTTHUMG00000150700.1,2,False,False,False,False,,ENSG00000182057.4,Z83851.3,NOVEL,lincRNA,False
ENSG00000233903,False,False,ENSG00000233903.2,Z83851.4,NOVEL,lincRNA,OTTHUMG00000150697.2,2,False,False,False,False,,ENSG00000233903.2,Z83851.4,NOVEL,lincRNA,False
ENSG00000273366,False,False,ENSG00000273366.1,CTA-989H11.1,NOVEL,lincRNA,OTTHUMG00000186179.1,2,False,False,False,False,,ENSG00000273366.1,CTA-989H11.1,NOVEL,lincRNA,False
ENSG00000229891,False,False,ENSG00000229891.1,Z83851.1,NOVEL,lincRNA,OTTHUMG00000150696.1,1,False,False,False,False,,ENSG00000229891.1,Z83851.1,NOVEL,lincRNA,False
ENSG00000235568,False,False,ENSG00000235568.2,NFAM1,KNOWN,protein_coding,OTTHUMG00000150923.1,2,False,False,False,False,,ENSG00000235568.2,NFAM1,KNOWN,protein_coding,False
ENSG00000230107,False,False,ENSG00000230107.1,CTA-126B4.7,NOVEL,lincRNA,OTTHUMG00000150919.1,1,False,False,False,False,,ENSG00000230107.1,CTA-126B4.7,NOVEL,lincRNA,False
ENSG00000172250,False,False,ENSG00000172250.10,SERHL,KNOWN,processed_transcript,OTTHUMG00000150888.3,2,False,False,False,False,,ENSG00000172250.10,SERHL,KNOWN,processed_transcript,False
ENSG00000189306,False,True,ENSG00000189306.6,RRP7A,KNOWN,protein_coding,OTTHUMG00000150891.1,2,True,False,False,False,,ENSG00000189306.6,RRP7A,KNOWN,protein_coding,False
ENSG00000265106,False,False,ENSG00000265106.1,Z93241.1,NOVEL,miRNA,,3,False,False,False,False,,ENSG00000265106.1,Z93241.1,NOVEL,miRNA,False
ENSG00000183569,False,False,ENSG00000183569.13,SERHL2,KNOWN,protein_coding,OTTHUMG00000150892.2,2,False,False,False,False,,ENSG00000183569.13,SERHL2,KNOWN,protein_coding,False
ENSG00000182841,False,False,ENSG00000182841.8,RRP7B,KNOWN,pseudogene,OTTHUMG00000150889.2,1,False,False,False,False,,ENSG00000182841.8,RRP7B,KNOWN,pseudogene,False
ENSG00000202058,False,False,ENSG00000202058.1,RN7SKP80,KNOWN,misc_RNA,,3,False,False,False,False,,ENSG00000202058.1,RN7SKP80,KNOWN,misc_RNA,False
ENSG00000251913,False,False,ENSG00000251913.1,RNU6-513P,KNOWN,snRNA,,3,False,False,False,False,,ENSG00000251913.1,RNU6-513P,KNOWN,snRNA,False
ENSG00000100227,False,True,ENSG00000100227.13,POLDIP3,KNOWN,protein_coding,OTTHUMG00000150887.2,2,True,False,False,False,,ENSG00000100227.13,POLDIP3,KNOWN,protein_coding,False
ENSG00000270022,False,False,ENSG00000270022.2,RNU12,KNOWN,lincRNA,OTTHUMG00000183993.1,2,False,False,False,False,,ENSG00000270022.2,RNU12,KNOWN,lincRNA,False
ENSG00000100243,False,False,ENSG00000100243.16,CYB5R3,KNOWN,protein_coding,OTTHUMG00000150745.5,2,False,False,False,False,,ENSG00000100243.16,CYB5R3,KNOWN,protein_coding,False
ENSG00000249222,False,False,ENSG00000249222.1,ATP5L2,KNOWN,protein_coding,OTTHUMG00000150890.2,2,False,False,False,False,,ENSG00000249222.1,ATP5L2,KNOWN,protein_coding,False
ENSG00000128274,False,False,ENSG00000128274.11,A4GALT,KNOWN,protein_coding,OTTHUMG00000150744.2,2,False,False,False,False,,ENSG00000128274.11,A4GALT,KNOWN,protein_coding,False
ENSG00000200448,False,False,ENSG00000200448.1,Y_RNA,NOVEL,misc_RNA,,3,False,False,False,False,,ENSG00000200448.1,Y_RNA,NOVEL,misc_RNA,False
ENSG00000234009,False,False,ENSG00000234009.1,RPL5P34,KNOWN,pseudogene,OTTHUMG00000150746.1,1,False,False,False,False,pseudo_consens,ENSG00000234009.1,RPL5P34,KNOWN,pseudogene,False
ENSG00000229608,False,False,ENSG00000229608.1,GOLGA2P4,KNOWN,pseudogene,OTTHUMG00000150747.1,2,False,False,False,False,,ENSG00000229608.1,GOLGA2P4,KNOWN,pseudogene,False
ENSG00000242247,False,False,ENSG00000242247.6,ARFGAP3,KNOWN,protein_coding,OTTHUMG00000150718.11,2,False,False,False,False,,ENSG00000242247.6,ARFGAP3,KNOWN,protein_coding,False
ENSG00000100266,False,False,ENSG00000100266.13,PACSIN2,KNOWN,protein_coding,OTTHUMG00000150701.5,2,False,False,False,False,,ENSG00000100266.13,PACSIN2,KNOWN,protein_coding,False
ENSG00000226989,False,False,ENSG00000226989.1,AL049758.2,KNOWN,pseudogene,OTTHUMG00000150717.1,1,False,False,False,False,pseudo_consens,ENSG00000226989.1,AL049758.2,KNOWN,pseudogene,False
ENSG00000230319,False,False,ENSG00000230319.1,AL022476.2,NOVEL,antisense,OTTHUMG00000150695.1,2,False,False,False,False,,ENSG00000230319.1,AL022476.2,NOVEL,antisense,False
ENSG00000100271,False,False,ENSG00000100271.12,TTLL1,KNOWN,protein_coding,OTTHUMG00000150699.2,2,False,False,False,False,,ENSG00000100271.12,TTLL1,KNOWN,protein_coding,False
ENSG00000234735,False,False,ENSG00000234735.1,AL022237.3,KNOWN,pseudogene,OTTHUMG00000150698.1,1,False,False,False,False,pseudo_consens,ENSG00000234735.1,AL022237.3,KNOWN,pseudogene,False
ENSG00000100290,False,False,ENSG00000100290.2,BIK,KNOWN,protein_coding,OTTHUMG00000150703.1,2,False,False,False,False,,ENSG00000100290.2,BIK,KNOWN,protein_coding,False
ENSG00000100294,False,False,ENSG00000100294.8,MCAT,KNOWN,protein_coding,OTTHUMG00000150704.2,2,False,False,False,False,,ENSG00000100294.8,MCAT,KNOWN,protein_coding,False
ENSG00000100300,False,False,ENSG00000100300.13,TSPO,KNOWN,protein_coding,OTTHUMG00000150573.7,2,False,False,False,False,,ENSG00000100300.13,TSPO,KNOWN,protein_coding,False
ENSG00000100304,False,False,ENSG00000100304.12,TTLL12,KNOWN,protein_coding,OTTHUMG00000150682.3,2,False,False,False,False,,ENSG00000100304.12,TTLL12,KNOWN,protein_coding,False
ENSG00000159307,False,False,ENSG00000159307.14,SCUBE1,KNOWN,protein_coding,OTTHUMG00000150679.4,2,False,False,False,False,,ENSG00000159307.14,SCUBE1,KNOWN,protein_coding,False
ENSG00000236272,False,False,ENSG00000236272.1,Z82214.3,NOVEL,antisense,OTTHUMG00000150678.1,2,False,False,False,False,,ENSG00000236272.1,Z82214.3,NOVEL,antisense,False
ENSG00000234892,False,False,ENSG00000234892.1,Z82214.2,NOVEL,antisense,OTTHUMG00000150676.1,1,False,False,False,False,,ENSG00000234892.1,Z82214.2,NOVEL,antisense,False
ENSG00000203527,False,False,ENSG00000203527.2,Z99756.1,NOVEL,antisense,OTTHUMG00000150677.1,2,False,False,False,False,,ENSG00000203527.2,Z99756.1,NOVEL,antisense,False
ENSG00000236117,False,False,ENSG00000236117.1,RP4-754E20__A.5,NOVEL,lincRNA,OTTHUMG00000150565.1,1,False,False,False,False,,ENSG00000236117.1,RP4-754E20__A.5,NOVEL,lincRNA,False
ENSG00000186732,False,False,ENSG00000186732.9,MPPED1,KNOWN,protein_coding,OTTHUMG00000150566.6,2,False,False,False,False,,ENSG00000186732.9,MPPED1,KNOWN,protein_coding,False
ENSG00000223843,False,False,ENSG00000223843.3,EFCAB6-AS1,NOVEL,antisense,OTTHUMG00000150523.3,2,False,False,False,False,,ENSG00000223843.3,EFCAB6-AS1,NOVEL,antisense,False
ENSG00000186976,False,False,ENSG00000186976.10,EFCAB6,KNOWN,protein_coding,OTTHUMG00000150522.3,2,False,False,False,False,,ENSG00000186976.10,EFCAB6,KNOWN,protein_coding,False
ENSG00000233157,False,False,ENSG00000233157.1,RP3-388M5.8,KNOWN,pseudogene,OTTHUMG00000155610.1,1,False,False,False,False,pseudo_consens,ENSG00000233157.1,RP3-388M5.8,KNOWN,pseudogene,False
ENSG00000180150,False,False,ENSG00000180150.5,HMGN2P9,KNOWN,pseudogene,OTTHUMG00000030777.3,2,False,False,False,False,,ENSG00000180150.5,HMGN2P9,KNOWN,pseudogene,False
ENSG00000261251,False,False,ENSG00000261251.1,RP3-388M5.9,NOVEL,antisense,OTTHUMG00000172728.1,2,False,False,False,False,,ENSG00000261251.1,RP3-388M5.9,NOVEL,antisense,False
ENSG00000130540,False,False,ENSG00000130540.9,SULT4A1,KNOWN,protein_coding,OTTHUMG00000141314.2,2,False,False,False,False,,ENSG00000130540.9,SULT4A1,KNOWN,protein_coding,False
ENSG00000100341,False,False,ENSG00000100341.7,PNPLA5,KNOWN,protein_coding,OTTHUMG00000030779.9,2,False,False,False,False,,ENSG00000100341.7,PNPLA5,KNOWN,protein_coding,False
ENSG00000266837,False,False,ENSG00000266837.1,Z97055.1,NOVEL,miRNA,,3,False,False,False,False,,ENSG00000266837.1,Z97055.1,NOVEL,miRNA,False
ENSG00000100344,False,False,ENSG00000100344.6,PNPLA3,KNOWN,protein_coding,OTTHUMG00000150555.2,2,False,False,False,False,,ENSG00000100344.6,PNPLA3,KNOWN,protein_coding,False
ENSG00000100347,False,False,ENSG00000100347.10,SAMM50,KNOWN,protein_coding,OTTHUMG00000150557.4,2,False,False,False,False,,ENSG00000100347.10,SAMM50,KNOWN,protein_coding,False
ENSG00000224856,False,False,ENSG00000224856.2,RP4-796I17.5,KNOWN,pseudogene,OTTHUMG00000150556.2,1,False,False,False,False,pseudo_consens,ENSG00000224856.2,RP4-796I17.5,KNOWN,pseudogene,False
ENSG00000188677,False,False,ENSG00000188677.10,PARVB,KNOWN,protein_coding,OTTHUMG00000150665.4,1,False,False,False,False,,ENSG00000188677.10,PARVB,KNOWN,protein_coding,False
ENSG00000138964,False,False,ENSG00000138964.12,PARVG,KNOWN,protein_coding,OTTHUMG00000150473.7,2,False,False,False,False,,ENSG00000138964.12,PARVG,KNOWN,protein_coding,False
ENSG00000138944,False,False,ENSG00000138944.7,KIAA1644,KNOWN,protein_coding,OTTHUMG00000030991.2,1,False,False,False,False,,ENSG00000138944.7,KIAA1644,KNOWN,protein_coding,False
ENSG00000220702,False,False,ENSG00000220702.1,RP1-32I10.10,PUTATIVE,protein_coding,OTTHUMG00000150464.1,2,False,False,False,False,,ENSG00000220702.1,RP1-32I10.10,PUTATIVE,protein_coding,False
ENSG00000236079,False,False,ENSG00000236079.1,RP1-32I10.11,KNOWN,pseudogene,OTTHUMG00000150466.1,2,False,False,False,False,,ENSG00000236079.1,RP1-32I10.11,KNOWN,pseudogene,False
ENSG00000232655,False,False,ENSG00000232655.1,CTA-397C4.2,NOVEL,lincRNA,OTTHUMG00000150468.1,1,False,False,False,False,,ENSG00000232655.1,CTA-397C4.2,NOVEL,lincRNA,False
ENSG00000228807,False,False,ENSG00000228807.1,MRPS18CP6,KNOWN,pseudogene,OTTHUMG00000150467.1,1,False,False,False,False,pseudo_consens,ENSG00000228807.1,MRPS18CP6,KNOWN,pseudogene,False
ENSG00000188636,False,False,ENSG00000188636.3,LDOC1L,KNOWN,protein_coding,OTTHUMG00000150465.1,2,False,False,False,False,,ENSG00000188636.3,LDOC1L,KNOWN,protein_coding,False
ENSG00000215333,False,False,ENSG00000215333.3,KRT18P23,KNOWN,pseudogene,OTTHUMG00000150459.1,1,False,False,False,False,pseudo_consens,ENSG00000215333.3,KRT18P23,KNOWN,pseudogene,False
ENSG00000187012,False,False,ENSG00000187012.6,LINC00207,KNOWN,lincRNA,OTTHUMG00000150462.2,1,False,False,False,False,,ENSG00000187012.6,LINC00207,KNOWN,lincRNA,False
ENSG00000234300,False,False,ENSG00000234300.1,LINC00229,NOVEL,lincRNA,OTTHUMG00000149974.1,1,False,False,False,False,,ENSG00000234300.1,LINC00229,NOVEL,lincRNA,False
ENSG00000231801,False,False,ENSG00000231801.2,ANP32BP2,KNOWN,pseudogene,OTTHUMG00000150461.2,1,False,False,False,False,pseudo_consens,ENSG00000231801.2,ANP32BP2,KNOWN,pseudogene,False
ENSG00000186654,False,False,ENSG00000186654.16,PRR5,KNOWN,protein_coding,OTTHUMG00000150460.4,1,False,False,False,False,,ENSG00000186654.16,PRR5,KNOWN,protein_coding,False
ENSG00000248405,False,False,ENSG00000248405.5,PRR5-ARHGAP8,KNOWN,protein_coding,OTTHUMG00000160954.1,2,False,False,False,False,,ENSG00000248405.5,PRR5-ARHGAP8,KNOWN,protein_coding,False
ENSG00000241484,False,False,ENSG00000241484.5,ARHGAP8,KNOWN,protein_coding,OTTHUMG00000030234.11,1,False,False,False,False,,ENSG00000241484.5,ARHGAP8,KNOWN,protein_coding,False
ENSG00000056487,False,False,ENSG00000056487.11,PHF21B,KNOWN,protein_coding,OTTHUMG00000151199.2,2,False,False,False,False,,ENSG00000056487.11,PHF21B,KNOWN,protein_coding,False
ENSG00000223730,False,False,ENSG00000223730.1,RP1-127B20.4,KNOWN,pseudogene,OTTHUMG00000151198.2,1,False,False,False,False,pseudo_consens,ENSG00000223730.1,RP1-127B20.4,KNOWN,pseudogene,False
ENSG00000230922,False,False,ENSG00000230922.1,RP4-753M9.1,NOVEL,sense_intronic,OTTHUMG00000153503.1,2,False,False,False,False,,ENSG00000230922.1,RP4-753M9.1,NOVEL,sense_intronic,False
ENSG00000226328,False,False,ENSG00000226328.2,CTA-217C2.1,NOVEL,lincRNA,OTTHUMG00000151264.3,1,False,False,False,False,,ENSG00000226328.2,CTA-217C2.1,NOVEL,lincRNA,False
ENSG00000273243,False,False,ENSG00000273243.1,CTA-217C2.2,NOVEL,lincRNA,OTTHUMG00000186136.1,2,False,False,False,False,,ENSG00000273243.1,CTA-217C2.2,NOVEL,lincRNA,False
ENSG00000093000,False,False,ENSG00000093000.14,NUP50,KNOWN,protein_coding,OTTHUMG00000151265.3,2,False,False,False,False,,ENSG00000093000.14,NUP50,KNOWN,protein_coding,False
ENSG00000273353,False,False,ENSG00000273353.1,CTA-268H5.12,NOVEL,sense_intronic,OTTHUMG00000186137.1,2,False,False,False,False,,ENSG00000273353.1,CTA-268H5.12,NOVEL,sense_intronic,False
ENSG00000100364,False,False,ENSG00000100364.14,KIAA0930,KNOWN,protein_coding,OTTHUMG00000151263.3,1,False,False,False,False,ncRNA_host,ENSG00000100364.14,KIAA0930,KNOWN,protein_coding,False
ENSG00000221598,False,False,ENSG00000221598.1,MIR1249,KNOWN,miRNA,,3,False,False,False,False,,ENSG00000221598.1,MIR1249,KNOWN,miRNA,False
